		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	
5	4			hypertension	renal disorders (excl nephropathies)	renal tubular necrosis	renal tubular necrosis					basiliximab	5,783	7.05541E-216	0.00000E00	1.79020E-07	0.00000E00	5.09793E-302	2.82151E-243	1.15012E-104	5.87192E-118	5.08198E-02	2.52117E-02	1.52195E-213	0.00000E00	5.37960E-07	0.00000E00	6.91928E-300	4.26988E-241	2.35776E-102	6.89951E-116	1.18261E-01	7.65494E-02	194	572	123	2,079	231	181	71	60	1	1	17.640	14.811	0.897	5.325	27.794	30.207	39.598	117.878	10.417	21.277	33.569	30.153	1.666	14.745	53.260	57.379	73.799	219.293	19.181	39.179	5.021	4.769	0.724	3.293	5.677	5.797	6.188	7.762	4.261	5.292											
6	2		nephropathies		renal disorders (excl nephropathies)							sulfamethoxazole and trimethoprim	85,572	3.62208E-164	0.00000E00	3.07232E-51	0.00000E00	0.00000E00	2.67898E-289	1.53059E-103	1.48803E-19	7.71509E-03	5.64819E-04	4.97213E-162	0.00000E00	2.56384E-50	0.00000E00	0.00000E00	9.12192E-287	2.51017E-101	4.99551E-18	3.06334E-02	3.68619E-03	447	1,632	1,631	10,482	657	468	155	33	4	4	40.644	42.259	11.899	26.847	79.052	78.104	86.447	64.833	41.667	85.106	5.078	5.341	1.490	3.667	9.904	9.766	10.774	8.069	5.185	10.590	2.338	2.395	0.566	1.740	3.298	3.281	3.427	3.012	2.374	3.405											
7	3		nephropathies	hypertension	renal disorders (excl nephropathies)							trimethoprim	87,118	1.10520E-148	0.00000E00	1.18844E-57	0.00000E00	0.00000E00	2.91339E-246	5.22696E-93	1.36045E-16	8.20160E-03	6.03750E-04	1.28374E-146	0.00000E00	1.06206E-56	0.00000E00	0.00000E00	6.61340E-244	6.12301E-91	3.99631E-15	3.16348E-02	3.74325E-03	429	1,535	1,691	10,338	603	428	146	30	4	4	39.007	39.747	12.336	26.479	72.554	71.429	81.428	58.939	41.667	85.106	4.786	4.927	1.518	3.537	8.922	8.768	9.967	7.205	5.093	10.402	2.253	2.280	0.592	1.694	3.148	3.126	3.315	2.849	2.348	3.379											
8	3	glomerulonephritis and nephrotic syndrome	nephropathies		renal disorders (excl nephropathies)							sulfamethoxazole	82,342	1.39879E-141	0.00000E00	4.21008E-51	0.00000E00	0.00000E00	1.06319E-251	5.64803E-90	2.48835E-16	6.76092E-03	4.89301E-04	1.50870E-139	0.00000E00	3.50109E-50	0.00000E00	0.00000E00	2.89612E-249	5.78923E-88	6.87956E-15	2.76583E-02	3.43664E-03	407	1,462	1,579	9,947	602	424	140	29	4	4	37.007	37.857	11.519	25.477	72.434	70.761	78.081	56.974	41.667	85.106	4.804	4.965	1.499	3.610	9.428	9.192	10.112	7.369	5.388	11.005	2.259	2.291	0.575	1.720	3.227	3.194	3.336	2.881	2.430	3.460											
9	6	glomerulonephritis and nephrotic syndrome	nephropathies	hypertension	renal disorders (excl nephropathies)	renal tubular disorder, renal tubular necrosis	renal tubular necrosis					sirolimus	12,919	7.79934E-171	0.00000E00	5.01115E-21	0.00000E00	6.41384E-231	3.39723E-220	7.81467E-39	7.56573E-49		1.53462E-03	1.47213E-168	0.00000E00	2.53200E-20	0.00000E00	5.03993E-229	3.55925E-218	2.91274E-37	5.07985E-47		7.92890E-03	211	518	300	2,996	237	208	42	35		2	19.185	13.413	2.189	7.674	28.516	34.713	23.424	68.762		42.553	16.057	11.474	1.823	7.932	23.922	29.060	19.365	56.822		35.075	3.983	3.467	0.851	2.661	4.555	4.838	4.271	5.825		5.132											
10												antithymocyte immunoglobulin (rabbit)	13,180	7.61150E-56	2.80066E-196	2.39050E-40	0.00000E00	2.86675E-157	1.17130E-154	2.66710E-27	4.32883E-33		4.26651E-09	3.96323E-54	1.30784E-194	1.75084E-39	0.00000E00	1.71202E-155	8.39639E-153	7.29008E-26	2.26061E-31		1.05810E-07	105	373	368	2,318	183	163	33	26		5	9.547	9.658	2.685	5.937	22.019	27.203	18.405	51.081		106.383	7.766	8.001	2.202	5.606	18.024	22.238	14.903	41.344		85.972	2.947	2.964	1.117	2.262	4.153	4.458	3.894	5.367		6.425											
11	2		nephropathies		renal disorders (excl nephropathies)							furosemide	294,244	1.44066E-168	0.00000E00	0.00000E00	0.00000E00	2.28065E-207	1.58779E-206	8.08591E-07	1.57775E-03	5.27484E-01	1.00000E00	2.41711E-166	0.00000E00	0.00000E00	0.00000E00	1.62143E-205	1.44171E-204	5.52537E-06	1.02992E-02	6.24652E-01	1.00000E00	886	2,929	7,597	43,221	817	680	87	27	1	1	80.560	75.843	55.422	110.702	98.303	113.485	48.522	53.045	10.417	21.277	2.921	2.762	2.032	4.523	3.564	4.114	1.756	1.920	0.377	0.770	1.544	1.456	1.004	2.002	1.831	2.038	0.812	0.941	-1.408	-0.377											
12	2			hypertension	renal disorders (excl nephropathies)							nifedipine	47,010	3.01026E-66	2.93518E-197	0.00000E00	0.00000E00	3.73313E-43	1.31549E-42	8.99092E-07	4.04491E-06	3.46102E-01		1.97630E-64	1.43752E-195	0.00000E00	0.00000E00	7.05515E-42	2.75647E-41	6.04308E-06	5.28085E-05	4.71958E-01		210	688	1,998	5,627	147	123	25	12	1		19.094	17.815	14.576	14.412	17.687	20.527	13.943	23.576	10.417		4.340	4.080	3.403	3.572	4.015	4.659	3.159	5.341	2.359		2.113	2.013	1.723	1.707	2.002	2.217	1.659	2.417	1.238												
13	4	glomerulonephritis and nephrotic syndrome	nephropathies	hypertension	renal disorders (excl nephropathies)							pamidronic acid	18,225	1.37659E-120	1.43926E-210	0.00000E00	0.00000E00	5.18755E-12	3.53425E-13	1.62129E-11	3.44010E-07			1.22274E-118	7.81091E-209	0.00000E00	0.00000E00	2.87919E-11	2.31426E-12	2.14428E-10	6.73686E-06			191	447	1,524	3,459	47	41	21	9			17.367	11.575	11.118	8.860	5.655	6.842	11.712	17.682			10.243	6.907	6.997	6.154	3.310	4.004	6.849	10.334			3.343	2.757	2.699	2.372	1.724	1.999	2.774	3.369													
14												antilymphocyte immunoglobulin (horse)	10,248	7.69058E-47	1.18975E-131	5.24969E-29	0.00000E00	1.86129E-145	3.03259E-140	1.25731E-25	2.11411E-32		1.48014E-07	2.90319E-45	3.46234E-130	3.19924E-28	0.00000E00	9.58246E-144	1.96685E-138	3.12422E-24	9.93632E-31		2.29421E-06	85	266	278	1,857	160	141	29	24		4	7.729	6.888	2.028	4.756	19.252	23.531	16.174	47.151		85.106	8.089	7.320	2.138	5.814	20.303	24.775	16.849	49.101		88.456	3.005	2.839	1.075	2.305	4.322	4.612	4.071	5.614		6.466											
15	1			hypertension								amlodipine	287,394	2.52070E-165	0.00000E00	0.00000E00	0.00000E00	6.40139E-100	7.64769E-89	1.74924E-07	2.82825E-06	1.90913E-01	8.57131E-03	3.80626E-163	0.00000E00	0.00000E00	0.00000E00	2.45058E-98	3.25505E-87	1.28069E-06	4.15399E-05	3.20675E-01	3.54281E-02	867	2,659	9,838	26,889	601	468	88	34	5	5	78.833	68.852	71.771	68.871	72.314	78.104	49.080	66.798	52.083	106.383	2.926	2.565	2.718	2.712	2.683	2.897	1.819	2.475	1.930	3.941	1.546	1.351	1.411	1.351	1.422	1.533	0.863	1.307	0.948	1.979											
16	2			hypertension	renal disorders (excl nephropathies)							prednisolone	134,602	0.00000E00	0.00000E00	2.88443E-22	0.00000E00	5.16375E-61	3.67410E-32	3.01250E-41	3.85503E-33	3.39579E-02	1.50947E-11	0.00000E00	0.00000E00	1.49528E-21	0.00000E00	1.35254E-59	5.81875E-31	1.17631E-39	2.26061E-31	9.16862E-02	6.23914E-10	1,066	2,321	2,146	11,793	312	198	111	55	4	11	96.927	60.100	15.656	30.205	37.541	33.044	61.907	108.055	41.667	234.043	7.720	4.820	1.242	2.523	2.974	2.616	4.900	8.550	3.296	18.514	2.939	2.249	0.308	1.257	1.570	1.386	2.292	3.095	1.721	4.210											
17	2		nephropathies		renal disorders (excl nephropathies)							ceftriaxone	26,754	1.25726E-30	4.40131E-187	9.64627E-16	0.00000E00	2.50898E-89	2.94638E-80	2.69375E-09	4.08148E-02	1.90393E-03	2.36802E-04	2.56549E-29	1.96396E-185	4.24684E-15	0.00000E00	8.91882E-88	1.14656E-78	2.53893E-08	1.16969E-01	9.39687E-03	1.83521E-03	107	502	502	3,712	166	136	22	4	3	3	9.729	12.999	3.662	9.508	19.974	22.697	12.270	7.859	31.250	63.830	3.883	5.253	1.466	4.232	7.992	9.074	4.886	3.128	12.438	25.405	1.953	2.371	0.543	1.920	2.991	3.175	2.288	1.645	3.637	4.667											
18	2			hypertension	renal disorders (excl nephropathies)							prednisone	300,647	3.87153E-269	0.00000E00	0.00000E00	0.00000E00	4.06749E-135	7.06798E-156	1.08897E-62	1.59228E-81	5.49443E-02	4.33735E-02	9.74334E-267	0.00000E00	0.00000E00	0.00000E00	1.95896E-133	5.34811E-154	5.58097E-61	1.49674E-79	1.21598E-01	1.10228E-01	1,086	2,790	7,010	22,129	693	606	205	129	6	4	98.745	72.244	51.140	56.679	83.383	101.135	114.334	253.438	62.500	85.106	3.506	2.573	1.830	2.087	2.957	3.587	4.051	8.979	2.213	3.014	1.806	1.355	0.857	1.005	1.562	1.841	2.018	3.166	1.146	1.592											
19	2			hypertension	renal disorders (excl nephropathies)							doxazosin	30,186	1.55929E-37	8.40844E-110	4.75523E-184	0.00000E00	7.72157E-27	1.28610E-28	3.57157E-14	1.76807E-01	2.38571E-01		4.20451E-36	2.13723E-108	1.10571E-182	0.00000E00	8.93667E-26	1.73433E-27	5.85737E-13	3.07212E-01	3.65990E-01		126	413	1,076	3,778	92	80	30	3	1		11.457	10.694	7.850	9.677	11.070	13.351	16.732	5.894	10.417		4.054	3.811	2.834	3.758	3.913	4.719	5.906	2.079	3.674		2.015	1.915	1.469	1.771	1.965	2.235	2.561	1.056	1.877												
20	2			hypertension	renal disorders (excl nephropathies)							valganciclovir	9,954	1.22771E-25	5.01710E-139	3.78566E-03	0.00000E00	2.01980E-143	1.06482E-119	4.40367E-21	1.59926E-13	8.58789E-02	1.31868E-07	1.93109E-24	1.59910E-137	7.53670E-03	0.00000E00	1.00519E-141	5.57802E-118	1.00306E-19	4.17585E-12	1.70495E-01	2.29421E-06	59	271	162	1,936	157	125	25	12	1	4	5.365	7.017	1.182	4.959	18.891	20.861	13.943	23.576	10.417	85.106	5.766	7.688	1.269	6.343	20.514	22.585	14.949	25.247	11.143	91.069	2.521	2.908	0.338	2.407	4.337	4.480	3.899	4.656	3.478	6.508											
21	2		nephropathies		renal disorders (excl nephropathies)							vancomycin	40,042	2.23837E-28	0.00000E00	6.56759E-27	0.00000E00	0.00000E00	0.00000E00	7.94391E-06	1.34786E-02		1.62297E-01	4.02373E-27	0.00000E00	3.83643E-26	0.00000E00	0.00000E00	0.00000E00	4.52361E-05	5.97638E-02		2.56119E-01	130	1,439	775	8,149	616	535	21	6		1	11.820	37.261	5.654	20.872	74.119	89.286	11.712	11.788		21.277	3.150	10.240	1.513	6.712	20.000	24.049	3.115	3.135		5.658	1.652	3.309	0.588	2.472	4.301	4.569	1.639	1.648		2.500											
22	1			hypertension								clonidine	45,504	3.69282E-30	8.17588E-76	0.00000E00	0.00000E00	7.15295E-43	4.39871E-46	1.40180E-04	8.72038E-05		1.82333E-01	7.43489E-29	1.54879E-74	0.00000E00	0.00000E00	1.33492E-41	1.05106E-44	6.31582E-04	9.53158E-04		2.75722E-01	144	451	2,809	4,679	144	126	20	10		1	13.093	11.678	20.492	11.984	17.326	21.028	11.154	19.646		21.277	3.070	2.750	5.045	3.011	4.064	4.931	2.611	4.598		4.978	1.615	1.450	2.261	1.488	2.019	2.299	1.384	2.201		2.316											
23	4		nephropathies		renal disorders (excl nephropathies)	renal tubular disorder, renal tubular necrosis	renal tubular necrosis					tenofovir disoproxil	52,504	1.68860E-66	0.00000E00	1.09720E-19	0.00000E00	0.00000E00	7.43108E-240	4.14117E-199	2.24737E-06	8.74001E-103	2.26971E-02	1.15899E-64	0.00000E00	5.34107E-19	0.00000E00	0.00000E00	1.01211E-237	1.13192E-196	3.52087E-05	1.17990E-100	7.21651E-02	223	2,221	455	5,427	828	347	203	13	56	2	20.276	57.511	3.319	13.900	99.627	57.911	113.218	25.540	583.333	42.553	4.125	12.133	0.670	3.028	20.511	11.815	23.045	5.180	118.418	8.630	2.040	3.544	-0.571	1.495	4.337	3.554	4.521	2.373	6.886	3.109											
24	2			hypertension	renal disorders (excl nephropathies)							enalapril	62,922	2.78538E-50	8.89890E-150	0.00000E00	0.00000E00	2.35624E-28	1.62698E-26	6.66815E-05	3.34626E-02		2.43144E-01	1.16831E-48	3.19089E-148	0.00000E00	0.00000E00	2.90732E-27	2.03298E-25	3.23543E-04	1.05553E-01		3.31317E-01	217	719	2,198	7,427	144	115	26	7		1	19.731	18.618	16.035	19.023	17.326	19.192	14.501	13.752		21.277	3.347	3.175	2.775	3.516	2.936	3.252	2.454	2.327		3.600	1.739	1.656	1.440	1.687	1.552	1.699	1.295	1.219		1.848											
25	3		nephropathies	hypertension	renal disorders (excl nephropathies)							pantoprazole	172,857	9.16306E-36	4.10151E-237	0.00000E00	0.00000E00	6.33420E-107	1.84633E-107	3.23337E-08	4.43287E-05	1.00000E00	5.36666E-01	2.34512E-34	2.42230E-235	0.00000E00	0.00000E00	2.62693E-105	8.67140E-106	2.59938E-07	5.34217E-04	1.00000E00	5.83742E-01	367	1,599	4,513	15,985	456	380	63	22	1	1	33.370	41.404	32.924	40.942	54.867	63.418	35.137	43.222	10.417	21.277	2.058	2.565	2.055	2.677	3.386	3.913	2.165	2.662	0.642	1.311	1.039	1.351	1.020	1.334	1.757	1.966	1.114	1.413	-0.640	0.390											
26	3		nephropathies	hypertension	renal disorders (excl nephropathies)							ramipril	93,787	1.64950E-51	2.11160E-126	1.08631E-232	0.00000E00	3.74691E-29	5.24605E-22	2.03340E-01	4.98577E-02	5.72319E-01	3.40214E-01	7.32574E-50	5.97196E-125	3.42330E-231	0.00000E00	4.82254E-28	5.25377E-21	3.26210E-01	1.30184E-01	6.49269E-01	4.09578E-01	278	863	2,484	10,191	187	136	21	9	1	1	25.277	22.347	18.121	26.102	22.500	22.697	11.712	17.682	10.417	21.277	2.875	2.551	2.086	3.203	2.557	2.579	1.330	2.007	1.183	2.415	1.521	1.343	1.041	1.567	1.353	1.366	0.411	1.005	0.242	1.272											
